知乎资料,来源,最终结果,权重,句子,合集,感情状况,最近的感觉,什么让你有这种感觉
https://www.zhihu.com/question/522753742/answer/3534103042 https://www.zhihu.com/question/302561314/answer/1879241996 https://www.zhihu.com/question/354168630/answer/2703001781 https://www.zhihu.com/question/660929832/answer/3563707846 https://www.zhihu.com/question/540214555/answer/2548225605,3号,爱如细水长流，我不设防，也让对方心安自在。,1,爱如细水长流，我不设防，也让对方心安自在。,情感疗愈,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['感情']
,2号,我在纷扰中保持清醒，分辨是非，选择正确的路。,1,我在纷扰中保持清醒，分辨是非，选择正确的路。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '一般']",['自己']
,2号,我能从错误学习，不被情绪左右。,1,我能从错误学习，不被情绪左右。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['自己']
https://www.zhihu.com/question/629406525/answer/3315305494 https://www.zhihu.com/question/487861949/answer/2511453315 https://www.zhihu.com/question/28356478/answer/810670391 https://www.zhihu.com/question/411506270/answer/1378172780 ,3号,我允许自己有情绪，也懂得如何让这些情绪随风而逝。,1,我允许自己有情绪，也懂得如何让这些情绪随风而逝。,情感疗愈,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般']","['自己', '感情']"
https://www.zhihu.com/question/629406525/answer/3315305494 https://www.zhihu.com/question/487861949/answer/2511453315 https://www.zhihu.com/question/273390297/answer/1839256319 https://www.zhihu.com/question/52506086/answer/2758913171 https://www.zhihu.com/question/411506270/answer/1378172780 ,3号,每段情绪的风暴之后，我都能收获更加坚韧的自我。,1,每段情绪的风暴之后，我都能收获更加坚韧的自我。,个人成长,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['一般', '开心', '很好']","['自己', '感情']"
https://www.zhihu.com/question/529848226/answer/2458681726 https://www.zhihu.com/question/444218782/answer/1783979493 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/404227657/answer/1359822328 https://www.zhihu.com/question/595612282/answer/2984361736,3号,心乱如麻，却也是自我探索的开始，我愿意接受这份旅程。,2,心乱如麻，却也是自我探索的开始，我愿意接受这份旅程。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['一般'],['自己']
,2号,我的心向往理想，即使脚步未能抵达，我仍追求卓越。,1,我的心向往理想，即使脚步未能抵达，我仍追求卓越。,成为英雄,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '很好']","['自己', '学业']"
https://www.zhihu.com/question/20386438/answer/1205529015 https://www.zhihu.com/question/19733748/answer/729055660 https://www.zhihu.com/question/702690752/answer/4730094577 https://www.zhihu.com/question/522688509/answer/2462647129 https://www.zhihu.com/question/509380670/answer/3584463951 ,3号,我与书本为友，坚信人生如同一幕长戏，总有我的舞台。,1,我与书本为友，坚信人生如同一幕长戏，总有我的舞台。,个人成长,['快乐地单身着'],"['很好', '开心']","['自己', '学业']"
,2号,我可以冷静思考后再行动，避免冲动带来的后悔。,1,我可以冷静思考后再行动，避免冲动带来的后悔。,平和心境,"['快乐地单身着', '单身但准备好了开始新的恋情', '处在一段艰难的亲密关系中', '最近刚分手']","['很好', '一般']",['自己']
,2号,我接受现实，相信这正是开启改变之旅的第一步。,1,我接受现实，相信这正是开启改变之旅的第一步。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
https://zhuanlan.zhihu.com/p/549210717 https://www.zhihu.com/question/618717552/answer/3232159856 https://www.zhihu.com/question/509380670/answer/3584463951 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/541354816/answer/2558643266 ,3号,我在别人光芒下亦不黯淡。,2,我在别人光芒下亦不黯淡。,自信,"['快乐地单身着', '正在恋爱']","['开心', '很好', '一般']",['自己']
,2号,我决定行动，不因恐惧而停滞，因为行动比犹豫更有力量。,2,我决定行动，不因恐惧而停滞，因为行动比犹豫更有力量。,成为英雄,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好', '一般']",['自己']
https://zhuanlan.zhihu.com/p/549210717 https://www.zhihu.com/question/357978609/answer/2232623516 https://www.zhihu.com/question/661092845/answer/3565404608 https://www.zhihu.com/question/472210725/answer/2108768226 https://www.zhihu.com/question/276497897/answer/3441749365,3号,就算现在阴雨连绵，我也不会让失落蚕食心中的阳光。,1,就算现在阴雨连绵，我也不会让失落蚕食心中的阳光。,平和心境,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '不好']",['自己']
,2号,每一次冲突过后，我都赋予自己和他人成长的机会。,1,每一次冲突过后，我都赋予自己和他人成长的机会。,个人成长,"['正在恋爱', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['一般', '不好']","['感情', '自己']"
,2号,我愿意为有价值的事业和人际关系做出贡献和牺牲。,1,我愿意为有价值的事业和人际关系做出贡献和牺牲。,成为英雄,"['处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']","['一般', '不好', '糟糕']","['感情', '朋友']"
https://www.zhihu.com/question/404884534/answer/2658513818 https://www.zhihu.com/question/472210725/answer/2108768226 https://www.zhihu.com/question/430513997/answer/1591066367 https://www.zhihu.com/question/32159310/answer/1065726051,3号,我不为风雨停留，因为计划是前行之锚。,1,我不为风雨停留，因为计划是前行之锚。,成为英雄,"['最近刚分手', '有点辛苦的暗恋']","['很好', '一般']",['自己']
https://www.zhihu.com/question/529848226/answer/2458681726 https://www.zhihu.com/question/444218782/answer/1783979493 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/404227657/answer/1359822328 https://www.zhihu.com/question/595612282/answer/2984361736,3号,我不畏惧思维的漩涡，我会摇摆其中，寻找方向。,1,我不畏惧思维的漩涡，我会摇摆其中，寻找方向。,成为英雄,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好']","['自己', '感情', '朋友', '工作']"
https://www.zhihu.com/question/522753742/answer/3534103042 https://www.zhihu.com/question/357978609/answer/2232623516 https://www.zhihu.com/question/661092845/answer/3565404608 https://www.zhihu.com/question/32159310/answer/1065726051,3号,昨日已成故事，今日我在编织未来，一笔一画，全凭我手。,2,昨日已成故事，今日我在编织未来，一笔一画，全凭我手。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
https://www.zhihu.com/question/654660683/answer/3509659912 https://www.zhihu.com/question/404884534/answer/2658513818 https://www.zhihu.com/question/315494956/answer/1465036439 https://www.zhihu.com/question/32159310/answer/1065726051,3号,我的计划里有阳光，有空气，还有更好的我。,2,我的计划里有阳光，有空气，还有更好的我。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,2号,我有能力管理自己的情绪，不让失望影响我的决策。,1,我有能力管理自己的情绪，不让失望影响我的决策。,自信,"['处在一段艰难的亲密关系中', '有点辛苦的暗恋']",['一般'],['自己']
https://www.zhihu.com/question/22763168/answer/3271457676 https://www.zhihu.com/question/366959495/answer/991509076 https://www.zhihu.com/question/315494956/answer/1465036439 https://www.zhihu.com/question/32159310/answer/1065726051,3号,我虽疲惫但依旧生机勃勃。,2,我虽疲惫但依旧生机勃勃。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['一般'],['自己']
https://www.zhihu.com/question/471922836/answer/2381004386 https://www.zhihu.com/question/538025581/answer/2539194102 https://www.zhihu.com/question/52506086/answer/2758913171,3号,我接受自己的不完美，我很珍贵。,2,我接受自己的不完美，我很珍贵。,治愈之旅,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['一般', '不好']",['自己']
https://www.zhihu.com/question/472210725/answer/2108768226 https://www.zhihu.com/question/22608645/answer/776241381 https://www.zhihu.com/question/276648150/answer/2761861616 https://www.zhihu.com/question/484883057/answer/2104662616 https://www.zhihu.com/question/273390297/answer/1839256319 https://www.zhihu.com/question/522688509/answer/2462647129,3号,我的道路虽蜿蜒曲折，却也让我每一次转角都遇见新奇。,2,我的道路虽蜿蜒曲折，却也让我每一次转角都遇见新奇。,个人成长,['快乐地单身着'],['一般'],['自己']
,2号,我让自己在平实之中寻找满足，而不是在虚幻的预期里滋生焦虑。,2,我让自己在平实之中寻找满足，而不是在虚幻的预期里滋生焦虑。,平和心境,"['快乐地单身着', '处在一段艰难的亲密关系中']",['很好'],['感情']
,2号,我相信自己能够直面问题，找到解决之道。,1,我相信自己能够直面问题，找到解决之道。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好', '一般']",['自己']
,2号,我在不计较回报的付出中发现真实的自我和内心的平静。,2,我在不计较回报的付出中发现真实的自我和内心的平静。,治愈之旅,"['快乐地单身着', '单身但准备好了开始新的恋情', '正在恋爱']",['很好'],"['自己', '感情']"
https://www.zhihu.com/question/522753742/answer/3534103042 https://www.zhihu.com/question/302561314/answer/1879241996 https://www.zhihu.com/question/33177396/answer/2609265641 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/354168630/answer/2703001781,3号,被拒绝不是失败，而是成长的开始。,2,被拒绝不是失败，而是成长的开始。,个人成长,"['单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['一般', '不好', '糟糕']","['自己', '感情']"
https://www.zhihu.com/question/471922836/answer/2381004386 https://www.zhihu.com/question/538025581/answer/2539194102 https://www.zhihu.com/question/52506086/answer/2758913171,3号,我存在本身就有价值，无需证明。,2,我存在本身就有价值，无需证明。,自信,['快乐地单身着'],"['一般', '很好']",['自己']
,2号,我以理性为基进行自我发展。,1,我以理性为基进行自我发展。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '很好']",['自己']
